	q	m	n	k	odds ratio	p-value	fdr
GeneList324	5.431000e+03	1.100100e+04	1.099900e+04	1.098900e+04	9.545195e-01	4.340527e-02	0.000000e+00
GeneList1111	5.541000e+03	1.096500e+04	1.103500e+04	1.098900e+04	1.047635e+00	4.344670e-02	0.000000e+00
GeneList740	5.511000e+03	1.090500e+04	1.109500e+04	1.098900e+04	1.047615e+00	4.351622e-02	0.000000e+00
GeneList233	5.587000e+03	1.105800e+04	1.094200e+04	1.098900e+04	1.047290e+00	4.458405e-02	0.000000e+00
GeneList1217	5.421000e+03	1.098000e+04	1.102000e+04	1.098900e+04	9.548592e-01	4.463424e-02	0.000000e+00
GeneList494	5.564000e+03	1.101200e+04	1.098800e+04	1.098900e+04	1.047272e+00	4.464457e-02	0.000000e+00
GeneList1806	5.623000e+03	1.113100e+04	1.086900e+04	1.098900e+04	1.046943e+00	4.576338e-02	0.000000e+00
GeneList166	5.419000e+03	1.097500e+04	1.102500e+04	1.098900e+04	9.552048e-01	4.591199e-02	0.000000e+00
GeneList1630	5.528000e+03	1.094100e+04	1.105900e+04	1.098900e+04	1.046865e+00	4.601929e-02	0.000000e+00
GeneList23	5.509000e+03	1.090300e+04	1.109700e+04	1.098900e+04	1.046853e+00	4.606478e-02	0.000000e+00
GeneList1788	5.515000e+03	1.116700e+04	1.083300e+04	1.098900e+04	9.552616e-01	4.614359e-02	0.000000e+00
GeneList918	5.596000e+03	1.107800e+04	1.092200e+04	1.098900e+04	1.046538e+00	4.715166e-02	0.000000e+00
GeneList877	5.583000e+03	1.105200e+04	1.094800e+04	1.098900e+04	1.046526e+00	4.718848e-02	0.000000e+00
GeneList1214	5.419000e+03	1.097400e+04	1.102600e+04	1.098900e+04	9.555518e-01	4.722440e-02	0.000000e+00
GeneList1763	5.471000e+03	1.107800e+04	1.092200e+04	1.098900e+04	9.555861e-01	4.735906e-02	0.000000e+00
GeneList433	5.434000e+03	1.100300e+04	1.099700e+04	1.098900e+04	9.559097e-01	4.860798e-02	0.000000e+00
GeneList252	5.450000e+03	1.103500e+04	1.096500e+04	1.098900e+04	9.559204e-01	4.865067e-02	0.000000e+00
GeneList5	5.435000e+03	1.100400e+04	1.099600e+04	1.098900e+04	9.562578e-01	4.998436e-02	0.000000e+00
GeneList1227	5.442000e+03	1.101800e+04	1.098200e+04	1.098900e+04	9.562626e-01	5.000361e-02	0.000000e+00
GeneList1402	5.543000e+03	1.097400e+04	1.102600e+04	1.098900e+04	1.045735e+00	5.001450e-02	0.000000e+00
GeneList1247	5.455000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.562710e-01	5.003866e-02	0.000000e+00
GeneList1954	5.403000e+03	1.093900e+04	1.106100e+04	1.098900e+04	9.565817e-01	5.129526e-02	0.000000e+00
GeneList293	5.563000e+03	1.101500e+04	1.098500e+04	1.098900e+04	1.045370e+00	5.136307e-02	0.000000e+00
GeneList1103	5.537000e+03	1.096300e+04	1.103700e+04	1.098900e+04	1.045351e+00	5.143619e-02	0.000000e+00
GeneList1334	5.466000e+03	1.106500e+04	1.093500e+04	1.098900e+04	9.566254e-01	5.147400e-02	0.000000e+00
GeneList403	5.511000e+03	1.091100e+04	1.108900e+04	1.098900e+04	1.045334e+00	5.150554e-02	0.000000e+00
GeneList819	5.482000e+03	1.109700e+04	1.090300e+04	1.098900e+04	9.566347e-01	5.151587e-02	0.000000e+00
GeneList1040	5.599000e+03	1.108800e+04	1.091200e+04	1.098900e+04	1.045021e+00	5.268826e-02	0.000000e+00
GeneList66	5.401000e+03	1.093400e+04	1.106600e+04	1.098900e+04	9.569277e-01	5.272260e-02	0.000000e+00
GeneList1644	5.574000e+03	1.103800e+04	1.096200e+04	1.098900e+04	1.044999e+00	5.276533e-02	0.000000e+00
GeneList1508	5.484000e+03	1.110000e+04	1.090000e+04	1.098900e+04	9.569836e-01	5.295979e-02	0.000000e+00
GeneList158	5.501000e+03	1.089200e+04	1.110800e+04	1.098900e+04	1.044948e+00	5.297024e-02	0.000000e+00
GeneList1277	5.380000e+03	1.089100e+04	1.110900e+04	1.098900e+04	9.572582e-01	5.411995e-02	0.000000e+00
GeneList187	5.383000e+03	1.089700e+04	1.110300e+04	1.098900e+04	9.572608e-01	5.412977e-02	0.000000e+00
GeneList925	5.453000e+03	1.103700e+04	1.096300e+04	1.098900e+04	9.573127e-01	5.434422e-02	0.000000e+00
GeneList504	5.474000e+03	1.107900e+04	1.092100e+04	1.098900e+04	9.573257e-01	5.440310e-02	0.000000e+00
GeneList837	5.504000e+03	1.089900e+04	1.110100e+04	1.098900e+04	1.044570e+00	5.443293e-02	0.000000e+00
GeneList1396	5.400000e+03	1.093000e+04	1.107000e+04	1.098900e+04	9.576225e-01	5.568136e-02	0.000000e+00
GeneList1985	5.414000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.576333e-01	5.572610e-02	0.000000e+00
GeneList1719	5.440000e+03	1.101000e+04	1.099000e+04	1.098900e+04	9.576520e-01	5.580619e-02	0.000000e+00
GeneList686	5.442000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.576533e-01	5.581219e-02	0.000000e+00
GeneList274	5.593000e+03	1.107900e+04	1.092100e+04	1.098900e+04	1.043877e+00	5.719746e-02	0.000000e+00
GeneList225	5.428000e+03	1.098500e+04	1.101500e+04	1.098900e+04	9.579916e-01	5.730106e-02	0.000000e+00
GeneList1360	5.554000e+03	1.100100e+04	1.099900e+04	1.098900e+04	1.043845e+00	5.732292e-02	0.000000e+00
GeneList745	5.550000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.043842e+00	5.733528e-02	0.000000e+00
GeneList1916	5.457000e+03	1.104300e+04	1.095700e+04	1.098900e+04	9.580112e-01	5.738976e-02	0.000000e+00
GeneList223	5.474000e+03	1.107700e+04	1.092300e+04	1.098900e+04	9.580217e-01	5.743946e-02	0.000000e+00
GeneList810	5.512000e+03	1.091700e+04	1.108300e+04	1.098900e+04	1.043816e+00	5.744806e-02	0.000000e+00
GeneList1438	5.488000e+03	1.110500e+04	1.089500e+04	1.098900e+04	9.580297e-01	5.747912e-02	0.000000e+00
GeneList119	5.611000e+03	1.111600e+04	1.088400e+04	1.098900e+04	1.043514e+00	5.869721e-02	0.000000e+00
GeneList1846	5.603000e+03	1.110000e+04	1.090000e+04	1.098900e+04	1.043507e+00	5.872510e-02	0.000000e+00
GeneList1186	5.393000e+03	1.091400e+04	1.108600e+04	1.098900e+04	9.583129e-01	5.874919e-02	0.000000e+00
GeneList629	5.384000e+03	1.089500e+04	1.110500e+04	1.098900e+04	9.586536e-01	6.031253e-02	0.000000e+00
GeneList993	5.405000e+03	1.093700e+04	1.106300e+04	1.098900e+04	9.586706e-01	6.038572e-02	0.000000e+00
GeneList298	5.576000e+03	1.104700e+04	1.095300e+04	1.098900e+04	1.043104e+00	6.041291e-02	0.000000e+00
GeneList64	5.445000e+03	1.101700e+04	1.098300e+04	1.098900e+04	9.586997e-01	6.051781e-02	0.000000e+00
GeneList1790	5.544000e+03	1.098300e+04	1.101700e+04	1.098900e+04	1.043079e+00	6.051781e-02	0.000000e+00
GeneList1400	5.540000e+03	1.097500e+04	1.102500e+04	1.098900e+04	1.043077e+00	6.053049e-02	0.000000e+00
GeneList1404	5.452000e+03	1.103100e+04	1.096900e+04	1.098900e+04	9.587044e-01	6.053994e-02	0.000000e+00
GeneList1306	5.496000e+03	1.088700e+04	1.111300e+04	1.098900e+04	1.043048e+00	6.066362e-02	0.000000e+00
GeneList902	5.479000e+03	1.085300e+04	1.114700e+04	1.098900e+04	1.043038e+00	6.071193e-02	0.000000e+00
GeneList547	5.585000e+03	1.106600e+04	1.093400e+04	1.098900e+04	1.042733e+00	6.201183e-02	0.000000e+00
GeneList646	5.404000e+03	1.093400e+04	1.106600e+04	1.098900e+04	9.590182e-01	6.201183e-02	0.000000e+00
GeneList1315	5.573000e+03	1.104200e+04	1.095800e+04	1.098900e+04	1.042723e+00	6.205341e-02	0.000000e+00
GeneList801	5.418000e+03	1.096200e+04	1.103800e+04	1.098900e+04	9.590289e-01	6.206026e-02	0.000000e+00
GeneList357	5.423000e+03	1.097200e+04	1.102800e+04	1.098900e+04	9.590326e-01	6.207727e-02	0.000000e+00
GeneList319	5.554000e+03	1.100400e+04	1.099600e+04	1.098900e+04	1.042708e+00	6.211747e-02	0.000000e+00
GeneList1599	5.440000e+03	1.100600e+04	1.099400e+04	1.098900e+04	9.590447e-01	6.213396e-02	0.000000e+00
GeneList336	5.459000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.590573e-01	6.219524e-02	0.000000e+00
GeneList420	5.462000e+03	1.105000e+04	1.095000e+04	1.098900e+04	9.590592e-01	6.220471e-02	0.000000e+00
GeneList493	5.526000e+03	1.094800e+04	1.105200e+04	1.098900e+04	1.042688e+00	6.220786e-02	0.000000e+00
GeneList1519	5.502000e+03	1.113000e+04	1.087000e+04	1.098900e+04	9.590824e-01	6.232579e-02	0.000000e+00
GeneList990	5.566000e+03	1.102900e+04	1.097100e+04	1.098900e+04	1.042339e+00	6.374231e-02	0.000000e+00
GeneList8	5.437000e+03	1.099900e+04	1.100100e+04	1.098900e+04	9.593911e-01	6.379014e-02	0.000000e+00
GeneList1918	5.483000e+03	1.086300e+04	1.113700e+04	1.098900e+04	1.042282e+00	6.400821e-02	0.000000e+00
GeneList1749	5.398000e+03	1.092000e+04	1.108000e+04	1.098900e+04	9.597104e-01	6.535162e-02	0.000000e+00
GeneList79	5.409000e+03	1.094200e+04	1.105800e+04	1.098900e+04	9.597191e-01	6.539182e-02	0.000000e+00
GeneList414	5.411000e+03	1.094600e+04	1.105400e+04	1.098900e+04	9.597206e-01	6.539905e-02	0.000000e+00
GeneList674	5.567000e+03	1.103200e+04	1.096800e+04	1.098900e+04	1.041961e+00	6.543835e-02	0.000000e+00
GeneList18	5.431000e+03	1.098600e+04	1.101400e+04	1.098900e+04	9.597355e-01	6.546996e-02	0.000000e+00
GeneList520	5.439000e+03	1.100200e+04	1.099800e+04	1.098900e+04	9.597411e-01	6.549762e-02	0.000000e+00
GeneList1734	5.445000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.597453e-01	6.551811e-02	0.000000e+00
GeneList972	5.544000e+03	1.098600e+04	1.101400e+04	1.098900e+04	1.041943e+00	6.551811e-02	0.000000e+00
GeneList852	5.448000e+03	1.102000e+04	1.098000e+04	1.098900e+04	9.597473e-01	6.552827e-02	0.000000e+00
GeneList977	5.496000e+03	1.089000e+04	1.111000e+04	1.098900e+04	1.041911e+00	6.567394e-02	0.000000e+00
GeneList862	5.410000e+03	1.094300e+04	1.105700e+04	1.098900e+04	9.600686e-01	6.712898e-02	0.000000e+00
GeneList1548	5.573000e+03	1.104500e+04	1.095500e+04	1.098900e+04	1.041587e+00	6.715100e-02	0.000000e+00
GeneList37	5.480000e+03	1.108300e+04	1.091700e+04	1.098900e+04	9.601163e-01	6.737182e-02	0.000000e+00
GeneList1993	5.490000e+03	1.110300e+04	1.089700e+04	1.098900e+04	9.601221e-01	6.740398e-02	0.000000e+00
GeneList1100	5.371000e+03	1.086400e+04	1.113600e+04	1.098900e+04	9.603853e-01	6.874614e-02	0.000000e+00
GeneList4	5.613000e+03	1.112600e+04	1.087400e+04	1.098900e+04	1.041244e+00	6.876612e-02	0.000000e+00
GeneList924	5.602000e+03	1.110400e+04	1.089600e+04	1.098900e+04	1.041234e+00	6.880954e-02	0.000000e+00
GeneList864	5.425000e+03	1.097200e+04	1.102800e+04	1.098900e+04	9.604287e-01	6.895361e-02	0.000000e+00
GeneList675	5.427000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.604302e-01	6.896094e-02	0.000000e+00
GeneList87	5.439000e+03	1.100000e+04	1.100000e+04	1.098900e+04	9.604388e-01	6.900438e-02	0.000000e+00
GeneList560	5.540000e+03	1.098000e+04	1.102000e+04	1.098900e+04	1.041183e+00	6.903987e-02	0.000000e+00
GeneList845	5.464000e+03	1.105000e+04	1.095000e+04	1.098900e+04	9.604554e-01	6.909192e-02	0.000000e+00
GeneList311	5.510000e+03	1.092000e+04	1.108000e+04	1.098900e+04	1.041163e+00	6.914253e-02	0.000000e+00
GeneList530	5.507000e+03	1.091400e+04	1.108600e+04	1.098900e+04	1.041161e+00	6.915248e-02	0.000000e+00
GeneList806	5.492000e+03	1.088400e+04	1.111600e+04	1.098900e+04	1.041152e+00	6.920137e-02	0.000000e+00
GeneList369	5.595000e+03	1.109100e+04	1.090900e+04	1.098900e+04	1.040850e+00	7.064010e-02	0.000000e+00
GeneList98	5.413000e+03	1.094700e+04	1.105300e+04	1.098900e+04	9.607687e-01	7.071392e-02	0.000000e+00
GeneList1058	5.419000e+03	1.095900e+04	1.104100e+04	1.098900e+04	9.607733e-01	7.073674e-02	0.000000e+00
GeneList758	5.565000e+03	1.103100e+04	1.096900e+04	1.098900e+04	1.040824e+00	7.075559e-02	0.000000e+00
GeneList96	5.546000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.040810e+00	7.082574e-02	0.000000e+00
GeneList1643	5.545000e+03	1.099100e+04	1.100900e+04	1.098900e+04	1.040809e+00	7.082937e-02	0.000000e+00
GeneList289	5.531000e+03	1.096300e+04	1.103700e+04	1.098900e+04	1.040799e+00	7.087948e-02	0.000000e+00
GeneList1124	5.458000e+03	1.103700e+04	1.096300e+04	1.098900e+04	9.608006e-01	7.087948e-02	0.000000e+00
GeneList416	5.461000e+03	1.104300e+04	1.095700e+04	1.098900e+04	9.608026e-01	7.089005e-02	0.000000e+00
GeneList1422	5.476000e+03	1.107300e+04	1.092700e+04	1.098900e+04	9.608119e-01	7.094205e-02	0.000000e+00
GeneList1436	5.396000e+03	1.091200e+04	1.108800e+04	1.098900e+04	9.611044e-01	7.248756e-02	0.000000e+00
GeneList297	5.587000e+03	1.107600e+04	1.092400e+04	1.098900e+04	1.040464e+00	7.251152e-02	0.000000e+00
GeneList974	5.574000e+03	1.105000e+04	1.095000e+04	1.098900e+04	1.040454e+00	7.256262e-02	0.000000e+00
GeneList452	5.437000e+03	1.099400e+04	1.100600e+04	1.098900e+04	9.611355e-01	7.264660e-02	0.000000e+00
GeneList718	5.455000e+03	1.103000e+04	1.097000e+04	1.098900e+04	9.611478e-01	7.271297e-02	0.000000e+00
GeneList1545	5.526000e+03	1.095400e+04	1.104600e+04	1.098900e+04	1.040417e+00	7.274179e-02	0.000000e+00
GeneList761	5.484000e+03	1.087000e+04	1.113000e+04	1.098900e+04	1.040390e+00	7.288625e-02	0.000000e+00
GeneList1799	5.629000e+03	1.116100e+04	1.083900e+04	1.098900e+04	1.040125e+00	7.421207e-02	0.000000e+00
GeneList487	5.590000e+03	1.108300e+04	1.091700e+04	1.098900e+04	1.040089e+00	7.437586e-02	0.000000e+00
GeneList832	5.564000e+03	1.103100e+04	1.096900e+04	1.098900e+04	1.040068e+00	7.447952e-02	0.000000e+00
GeneList1649	5.443000e+03	1.100500e+04	1.099500e+04	1.098900e+04	9.614889e-01	7.454869e-02	0.000000e+00
GeneList743	5.522000e+03	1.094700e+04	1.105300e+04	1.098900e+04	1.040036e+00	7.463759e-02	0.000000e+00
GeneList276	5.489000e+03	1.109700e+04	1.090300e+04	1.098900e+04	9.615182e-01	7.471576e-02	0.000000e+00
GeneList539	5.384000e+03	1.088600e+04	1.111400e+04	1.098900e+04	9.617930e-01	7.622597e-02	0.000000e+00
GeneList1934	5.587000e+03	1.107800e+04	1.092200e+04	1.098900e+04	1.039709e+00	7.630143e-02	0.000000e+00
GeneList234	5.421000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.618224e-01	7.637876e-02	0.000000e+00
GeneList1120	5.463000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.618517e-01	7.654119e-02	0.000000e+00
GeneList951	5.500000e+03	1.111800e+04	1.088200e+04	1.098900e+04	9.618739e-01	7.667457e-02	0.000000e+00
GeneList1178	5.593000e+03	1.109100e+04	1.090900e+04	1.098900e+04	1.039336e+00	7.822664e-02	0.000000e+00
GeneList1071	5.425000e+03	1.096700e+04	1.103300e+04	1.098900e+04	9.621749e-01	7.834718e-02	0.000000e+00
GeneList1927	5.436000e+03	1.098900e+04	1.101100e+04	1.098900e+04	9.621829e-01	7.839143e-02	0.000000e+00
GeneList1210	5.550000e+03	1.100500e+04	1.099500e+04	1.098900e+04	1.039301e+00	7.840336e-02	0.000000e+00
GeneList501	5.549000e+03	1.100300e+04	1.099700e+04	1.098900e+04	1.039300e+00	7.840733e-02	0.000000e+00
GeneList669	5.535000e+03	1.097500e+04	1.102500e+04	1.098900e+04	1.039290e+00	7.846210e-02	0.000000e+00
GeneList764	5.459000e+03	1.103500e+04	1.096500e+04	1.098900e+04	9.621987e-01	7.848134e-02	0.000000e+00
GeneList752	5.468000e+03	1.105300e+04	1.094700e+04	1.098900e+04	9.622045e-01	7.851555e-02	0.000000e+00
GeneList1331	5.472000e+03	1.106100e+04	1.093900e+04	1.098900e+04	9.622070e-01	7.853058e-02	0.000000e+00
GeneList554	5.511000e+03	1.092700e+04	1.107300e+04	1.098900e+04	1.039273e+00	7.855293e-02	0.000000e+00
GeneList197	5.488000e+03	1.109300e+04	1.090700e+04	1.098900e+04	9.622167e-01	7.858963e-02	0.000000e+00
GeneList1453	5.494000e+03	1.110500e+04	1.089500e+04	1.098900e+04	9.622202e-01	7.861134e-02	0.000000e+00
GeneList840	5.602000e+03	1.111000e+04	1.089000e+04	1.098900e+04	1.038967e+00	8.017505e-02	0.000000e+00
GeneList680	5.413000e+03	1.094200e+04	1.105800e+04	1.098900e+04	9.625154e-01	8.028708e-02	0.000000e+00
GeneList1080	5.544000e+03	1.099400e+04	1.100600e+04	1.098900e+04	1.038919e+00	8.041868e-02	0.000000e+00
GeneList670	5.463000e+03	1.104200e+04	1.095800e+04	1.098900e+04	9.625509e-01	8.048967e-02	0.000000e+00
GeneList1753	5.480000e+03	1.107600e+04	1.092400e+04	1.098900e+04	9.625616e-01	8.055469e-02	0.000000e+00
GeneList1093	5.589000e+03	1.108500e+04	1.091500e+04	1.098900e+04	1.038578e+00	8.225761e-02	0.000000e+00
GeneList1898	5.407000e+03	1.092900e+04	1.107100e+04	1.098900e+04	9.628605e-01	8.228818e-02	0.000000e+00
GeneList726	5.553000e+03	1.101300e+04	1.098700e+04	1.098900e+04	1.038549e+00	8.241127e-02	0.000000e+00
GeneList387	5.544000e+03	1.099500e+04	1.100500e+04	1.098900e+04	1.038542e+00	8.244831e-02	0.000000e+00
GeneList1165	5.532000e+03	1.097100e+04	1.102900e+04	1.098900e+04	1.038533e+00	8.249682e-02	0.000000e+00
GeneList679	5.459000e+03	1.103300e+04	1.096700e+04	1.098900e+04	9.628981e-01	8.250482e-02	0.000000e+00
GeneList1238	5.528000e+03	1.096300e+04	1.103700e+04	1.098900e+04	1.038530e+00	8.251278e-02	0.000000e+00
GeneList1489	5.507000e+03	1.092100e+04	1.107900e+04	1.098900e+04	1.038516e+00	8.259474e-02	0.000000e+00
GeneList971	5.494000e+03	1.110300e+04	1.089700e+04	1.098900e+04	9.629198e-01	8.264023e-02	0.000000e+00
GeneList1935	5.462000e+03	1.083100e+04	1.116900e+04	1.098900e+04	1.038489e+00	8.276021e-02	0.000000e+00
GeneList878	5.387000e+03	1.088800e+04	1.111200e+04	1.098900e+04	9.631941e-01	8.426313e-02	0.000000e+00
GeneList30	5.594000e+03	1.109600e+04	1.090400e+04	1.098900e+04	1.038205e+00	8.429942e-02	0.000000e+00
GeneList1150	5.412000e+03	1.093800e+04	1.106200e+04	1.098900e+04	9.632142e-01	8.437507e-02	0.000000e+00
GeneList239	5.449000e+03	1.101200e+04	1.098800e+04	1.098900e+04	9.632413e-01	8.453286e-02	0.000000e+00
GeneList1356	5.460000e+03	1.103400e+04	1.096600e+04	1.098900e+04	9.632487e-01	8.457795e-02	0.000000e+00
GeneList275	5.465000e+03	1.104400e+04	1.095600e+04	1.098900e+04	9.632519e-01	8.459817e-02	0.000000e+00
GeneList332	5.467000e+03	1.104800e+04	1.095200e+04	1.098900e+04	9.632532e-01	8.460621e-02	0.000000e+00
GeneList913	5.487000e+03	1.108800e+04	1.091200e+04	1.098900e+04	9.632656e-01	8.468509e-02	0.000000e+00
GeneList12	5.501000e+03	1.111600e+04	1.088400e+04	1.098900e+04	9.632737e-01	8.473866e-02	0.000000e+00
GeneList1539	5.580000e+03	1.106900e+04	1.093100e+04	1.098900e+04	1.037816e+00	8.646552e-02	0.000000e+00
GeneList1834	5.548000e+03	1.100500e+04	1.099500e+04	1.098900e+04	1.037790e+00	8.660583e-02	0.000000e+00
GeneList1392	5.517000e+03	1.094300e+04	1.105700e+04	1.098900e+04	1.037768e+00	8.673497e-02	0.000000e+00
GeneList1200	5.475000e+03	1.085900e+04	1.114100e+04	1.098900e+04	1.037742e+00	8.689926e-02	0.000000e+00
GeneList1380	5.587000e+03	1.108400e+04	1.091600e+04	1.098900e+04	1.037445e+00	8.857591e-02	0.000000e+00
GeneList1302	5.423000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.639227e-01	8.867157e-02	0.000000e+00
GeneList1976	5.558000e+03	1.102600e+04	1.097400e+04	1.098900e+04	1.037421e+00	8.870720e-02	0.000000e+00
GeneList756	5.434000e+03	1.098000e+04	1.102000e+04	1.098900e+04	9.639308e-01	8.872045e-02	0.000000e+00
GeneList1098	5.555000e+03	1.102000e+04	1.098000e+04	1.098900e+04	1.037419e+00	8.872045e-02	0.000000e+00
GeneList1309	5.548000e+03	1.100600e+04	1.099400e+04	1.098900e+04	1.037413e+00	8.875111e-02	0.000000e+00
GeneList1232	5.446000e+03	1.100400e+04	1.099600e+04	1.098900e+04	9.639394e-01	8.877280e-02	0.000000e+00
GeneList1084	5.538000e+03	1.098600e+04	1.101400e+04	1.098900e+04	1.037406e+00	8.879432e-02	0.000000e+00
GeneList34	5.521000e+03	1.095200e+04	1.104800e+04	1.098900e+04	1.037394e+00	8.886616e-02	0.000000e+00
GeneList1329	5.483000e+03	1.107800e+04	1.092200e+04	1.098900e+04	9.639635e-01	8.892787e-02	0.000000e+00
GeneList277	5.471000e+03	1.085200e+04	1.114800e+04	1.098900e+04	1.037362e+00	8.906571e-02	0.000000e+00
GeneList1183	5.667000e+03	1.124500e+04	1.075500e+04	1.098900e+04	1.037145e+00	9.035761e-02	0.000000e+00
GeneList826	5.353000e+03	1.081700e+04	1.118300e+04	1.098900e+04	9.642147e-01	9.051781e-02	0.000000e+00
GeneList123	5.616000e+03	1.114300e+04	1.085700e+04	1.098900e+04	1.037094e+00	9.061758e-02	0.000000e+00
GeneList1164	5.610000e+03	1.113100e+04	1.086900e+04	1.098900e+04	1.037089e+00	9.064696e-02	0.000000e+00
GeneList1425	5.396000e+03	1.090300e+04	1.109700e+04	1.098900e+04	9.642518e-01	9.072884e-02	0.000000e+00
GeneList1593	5.559000e+03	1.102900e+04	1.097100e+04	1.098900e+04	1.037045e+00	9.088647e-02	0.000000e+00
GeneList1285	5.442000e+03	1.099500e+04	1.100500e+04	1.098900e+04	9.642868e-01	9.094015e-02	0.000000e+00
GeneList998	5.444000e+03	1.099900e+04	1.100100e+04	1.098900e+04	9.642882e-01	9.094900e-02	0.000000e+00
GeneList503	5.447000e+03	1.100500e+04	1.099500e+04	1.098900e+04	9.642903e-01	9.096222e-02	0.000000e+00
GeneList159	5.448000e+03	1.080700e+04	1.119300e+04	1.098900e+04	1.036973e+00	9.134420e-02	0.000000e+00
GeneList1077	5.355000e+03	1.082000e+04	1.118000e+04	1.098900e+04	9.645668e-01	9.274478e-02	0.000000e+00
GeneList1411	5.369000e+03	1.084800e+04	1.115200e+04	1.098900e+04	9.645793e-01	9.281594e-02	0.000000e+00
GeneList1777	5.386000e+03	1.088200e+04	1.111800e+04	1.098900e+04	9.645939e-01	9.290049e-02	0.000000e+00
GeneList300	5.559000e+03	1.103000e+04	1.097000e+04	1.098900e+04	1.036668e+00	9.310979e-02	0.000000e+00
GeneList1940	5.541000e+03	1.099400e+04	1.100600e+04	1.098900e+04	1.036655e+00	9.319144e-02	0.000000e+00
GeneList1594	5.537000e+03	1.098600e+04	1.101400e+04	1.098900e+04	1.036652e+00	9.320927e-02	0.000000e+00
GeneList561	5.478000e+03	1.106600e+04	1.093400e+04	1.098900e+04	9.646612e-01	9.332240e-02	0.000000e+00
GeneList1880	5.497000e+03	1.090600e+04	1.109400e+04	1.098900e+04	1.036624e+00	9.338132e-02	0.000000e+00
GeneList1462	5.494000e+03	1.109800e+04	1.090200e+04	1.098900e+04	9.646710e-01	9.338963e-02	0.000000e+00
GeneList1216	5.485000e+03	1.088200e+04	1.111800e+04	1.098900e+04	1.036617e+00	9.343071e-02	0.000000e+00
GeneList844	5.664000e+03	1.124100e+04	1.075900e+04	1.098900e+04	1.036389e+00	9.484166e-02	0.000000e+00
GeneList303	5.578000e+03	1.106900e+04	1.093100e+04	1.098900e+04	1.036307e+00	9.528274e-02	0.000000e+00
GeneList1159	5.417000e+03	1.094300e+04	1.105700e+04	1.098900e+04	9.649693e-01	9.531154e-02	0.000000e+00
GeneList766	5.419000e+03	1.094700e+04	1.105300e+04	1.098900e+04	9.649708e-01	9.532108e-02	0.000000e+00
GeneList1847	5.422000e+03	1.095300e+04	1.104700e+04	1.098900e+04	9.649731e-01	9.533534e-02	0.000000e+00
GeneList135	5.559000e+03	1.103100e+04	1.096900e+04	1.098900e+04	1.036292e+00	9.537305e-02	0.000000e+00
GeneList1317	5.445000e+03	1.099900e+04	1.100100e+04	1.098900e+04	9.649898e-01	9.544252e-02	0.000000e+00
GeneList1998	5.460000e+03	1.102900e+04	1.097100e+04	1.098900e+04	9.650001e-01	9.551038e-02	0.000000e+00
GeneList710	5.463000e+03	1.103500e+04	1.096500e+04	1.098900e+04	9.650021e-01	9.552376e-02	0.000000e+00
GeneList1977	5.465000e+03	1.103900e+04	1.096100e+04	1.098900e+04	9.650034e-01	9.553264e-02	0.000000e+00
GeneList1899	5.618000e+03	1.115000e+04	1.085000e+04	1.098900e+04	1.035966e+00	9.738254e-02	0.000000e+00
GeneList1873	5.401000e+03	1.091000e+04	1.109000e+04	1.098900e+04	9.653073e-01	9.753518e-02	0.000000e+00
GeneList1959	5.576000e+03	1.106600e+04	1.093400e+04	1.098900e+04	1.035929e+00	9.759442e-02	0.000000e+00
GeneList1739	5.434000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.653326e-01	9.769558e-02	0.000000e+00
