	NR_kstwo
A0.1301	0.321983
A0.1302	1.393059
A0.1303	-0.593809
A0.1304	-1.004199
A0.1305	0.358837
A0.1306	-0.298690
A0.1307	-0.221783
A0.1308	-0.980770
A0.1309	-0.139379
A0.1310	-0.983233
A0.1311	-0.363599
A0.1312	0.121623
A0.1313	-0.288641
A0.1314	-1.095706
A0.1315	0.699162
A0.1316	0.584587
A0.1317	2.240352
A0.1318	1.482781
A0.1319	0.740887
A0.1320	0.624671
A0.1321	-0.642495
A0.1322	1.384777
A0.1323	0.426957
A0.1324	-1.419931
A0.1325	0.097901
A0.1326	0.250554
A0.1327	0.497831
A0.1328	-0.803598
A0.1329	1.362736
A0.1330	1.318037
A0.1331	-1.434509
A0.1332	1.867568
A0.1333	-0.455037
A0.1334	1.192667
A0.1335	0.216822
A0.1336	-1.896686
A0.1337	-0.219916
A0.1338	3.230032
A0.1339	-1.494935
A0.1340	0.634823
A0.1341	-0.820786
A0.1342	0.936371
A0.1343	-0.643400
A0.1344	-1.256004
A0.1345	-1.245650
A0.1346	0.895170
A0.1347	2.258467
A0.1348	-1.077519
A0.1349	1.531901
A0.1350	0.556824
A0.1351	1.982334
A0.1352	-0.043461
A0.1353	-2.149290
A0.1354	0.731553
A0.1355	-0.459399
A0.1356	-0.601843
A0.1357	-0.223195
A0.1358	0.349320
A0.1359	0.053472
A0.1360	1.544871
A0.1361	-0.031631
A0.1362	0.627606
A0.1363	1.193536
A0.1364	-0.961450
A0.1365	-0.130918
A0.1366	-1.890535
A0.1367	-0.297702
A0.1368	-0.207084
A0.1369	-0.599131
A0.1370	-0.419460
A0.1371	-1.302733
A0.1372	-0.118065
A0.1373	-1.555566
A0.1374	-0.194414
A0.1375	0.273249
A0.1376	-1.445115
A0.1377	1.619604
A0.1378	2.631698
A0.1379	0.655898
A0.1380	-0.404710
A0.1381	-0.777103
A0.1382	1.439248
A0.1383	-1.371235
A0.1384	0.198420
A0.1385	1.122793
A0.1386	-0.041425
A0.1387	-0.821342
A0.1388	0.357693
A0.1389	0.126811
A0.1390	-0.584114
A0.1391	-1.278110
A0.1392	0.291682
A0.1393	-1.153751
A0.1394	1.806460
A0.1395	-3.581086
A0.1396	-0.377001
A0.1397	-0.451903
A0.1398	-2.006266
A0.1399	2.089075
A0.1400	0.517746
A0.1401	-1.162053
A0.1402	-1.017821
A0.1403	-0.027045
A0.1404	0.573720
A0.1405	0.778064
A0.1406	0.242871
A0.1407	-0.971627
A0.1408	0.342480
A0.1409	-0.208747
A0.1410	-1.370149
A0.1411	0.859882
A0.1412	-0.514094
A0.1413	0.427151
A0.1414	0.732210
A0.1415	-0.575627
A0.1416	-0.493751
A0.1417	-1.456870
A0.1418	0.301757
A0.1419	1.721926
A0.1420	0.316362
A0.1421	-1.521710
A0.1422	1.038921
A0.1423	-0.284196
A0.1424	-0.388033
A0.1425	-1.693506
A0.1426	-0.442162
A0.1427	-0.053100
A0.1428	-0.112743
A0.1429	0.323979
A0.1430	-0.284743
A0.1431	-1.212917
A0.1432	-0.004000
A0.1433	0.832703
A0.1434	-1.389016
A0.1435	1.331398
A0.1436	-0.315421
A0.1437	2.060036
A0.1438	-0.148794
A0.1439	0.372807
A0.1440	-0.932508
A0.1441	1.246056
A0.1442	-0.146163
A0.1443	0.092637
A0.1444	0.456327
A0.1445	0.578154
A0.1446	0.943970
A0.1447	0.910097
A0.1448	-0.495365
A0.1449	-0.147513
A0.1450	1.266205
A0.1451	-0.295596
A0.1452	0.465267
A0.1453	0.527123
A0.1454	0.767862
A0.1455	0.783718
A0.1456	1.059707
A0.1457	0.297295
A0.1458	1.447474
A0.1459	0.213887
A0.1460	0.872716
A0.1461	-0.123850
A0.1462	-1.152173
A0.1463	0.980194
A0.1464	-0.988611
A0.1465	-0.870387
A0.1466	-0.733312
A0.1467	-0.015196
A0.1468	0.682936
A0.1469	0.113140
A0.1470	0.344189
A0.1471	-0.104479
A0.1472	-0.003571
A0.1473	0.830311
A0.1474	0.802361
A0.1475	0.594676
A0.1476	2.068864
A0.1477	0.617433
A0.1478	-1.193613
A0.1479	0.132882
A0.1480	-0.982470
A0.1481	1.435554
A0.1482	1.324949
A0.1483	0.390347
A0.1484	-0.547611
A0.1485	0.757641
A0.1486	-0.809915
A0.1487	-0.365044
A0.1488	0.663799
A0.1489	-0.714557
A0.1490	0.244528
A0.1491	-0.186066
A0.1492	-0.934694
A0.1493	0.221458
A0.1494	-1.449794
A0.1495	-0.325188
A0.1496	-0.791075
A0.1497	1.075695
A0.1498	-0.774017
A0.1499	-0.081243
A0.1500	0.783424
A0.1501	-0.228833
A0.1502	1.277982
A0.1503	-0.792226
A0.1504	-0.437394
A0.1505	-1.001065
A0.1506	-1.293563
A0.1507	-1.497477
A0.1508	0.908901
A0.1509	-0.113601
A0.1510	-0.490723
A0.1511	1.275728
A0.1512	2.846794
A0.1513	0.853275
A0.1514	0.760890
A0.1515	0.645848
A0.1516	0.550670
A0.1517	-0.786893
A0.1518	0.941015
A0.1519	-0.045302
A0.1520	1.901581
A0.1521	-1.545718
A0.1522	-1.075210
A0.1523	-0.917255
A0.1524	0.468715
A0.1525	-0.921994
A0.1526	0.792575
A0.1527	0.299104
A0.1528	0.279119
A0.1529	-2.191315
A0.1530	-0.420582
A0.1531	-0.807128
A0.1532	-0.882788
A0.1533	-1.964205
A0.1534	1.293352
A0.1535	-0.444905
A0.1536	-2.672487
A0.1537	-1.298740
A0.1538	1.759564
A0.1539	-0.509867
A0.1540	0.593402
A0.1541	-0.653553
A0.1542	0.398203
A0.1543	1.472967
A0.1544	-0.832159
A0.1545	-0.596150
A0.1546	-0.520834
A0.1547	0.560225
A0.1548	-0.007302
A0.1549	-0.726149
A0.1550	-1.932572
A0.1551	1.411125
A0.1552	1.124272
A0.1553	-0.426248
A0.1554	-1.299193
A0.1555	0.794902
A0.1556	1.503517
A0.1557	-0.628520
A0.1558	2.080302
A0.1559	-1.244599
A0.1560	-1.097288
A0.1561	-0.110226
A0.1562	0.285255
A0.1563	0.517536
A0.1564	-0.204356
A0.1565	0.615306
A0.1566	0.669282
A0.1567	-1.229772
A0.1568	2.034304
A0.1569	-1.503087
A0.1570	-0.256520
A0.1571	-0.316625
A0.1572	0.869067
A0.1573	0.492229
A0.1574	1.712986
A0.1575	0.037876
A0.1576	-1.061105
A0.1577	0.006927
A0.1578	-0.311476
A0.1579	-0.608855
A0.1580	0.007088
A0.1581	1.628908
A0.1582	2.188439
A0.1583	0.461423
A0.1584	-0.463162
A0.1585	0.101224
A0.1586	0.319412
A0.1587	-1.209805
A0.1588	-0.185212
A0.1589	-1.847734
A0.1590	0.563435
A0.1591	0.111171
A0.1592	-0.380621
A0.1593	0.008605
A0.1594	-2.656892
A0.1595	0.473143
A0.1596	-0.080140
A0.1597	-1.116699
A0.1598	2.364126
A0.1599	1.463087
A0.1600	-0.094493
A0.1601	-0.063538
A0.1602	-0.666258
A0.1603	-0.016842
A0.1604	0.021333
A0.1605	-1.079493
A0.1606	0.919714
A0.1607	-1.003067
A0.1608	-0.223244
A0.1609	-0.410625
A0.1610	-1.484540
A0.1611	-2.570955
A0.1612	1.473945
A0.1613	1.541481
A0.1614	1.177030
A0.1615	-0.679368
A0.1616	0.657980
A0.1617	-1.204797
A0.1618	0.089043
A0.1619	0.827429
A0.1620	1.828248
A0.1621	0.846377
A0.1622	-0.516234
A0.1623	0.365088
A0.1624	1.397080
A0.1625	0.324849
A0.1626	0.402367
A0.1627	-0.714841
A0.1628	-0.925541
A0.1629	0.276171
A0.1630	1.785665
A0.1631	0.566442
A0.1632	-0.139119
A0.1633	0.126440
A0.1634	0.471822
A0.1635	0.645704
A0.1636	-1.897648
A0.1637	-1.058854
A0.1638	-2.146403
A0.1639	-0.269206
A0.1640	0.529934
A0.1641	-0.405710
A0.1642	0.523944
A0.1643	-1.150607
A0.1644	0.172928
A0.1645	0.400503
A0.1646	-0.800377
A0.1647	-0.520462
A0.1648	-0.642702
A0.1649	-0.042239
A0.1650	-0.885346
A0.1651	-0.271402
A0.1652	1.524208
A0.1653	0.153421
A0.1654	0.997008
A0.1655	-0.554069
A0.1656	-1.200784
A0.1657	-0.315024
A0.1658	-1.180551
A0.1659	0.224175
A0.1660	-1.034202
A0.1661	-0.590856
A0.1662	0.341497
A0.1663	0.195635
A0.1664	0.484061
A0.1665	-0.823037
A0.1666	-1.239751
A0.1667	-0.876150
A0.1668	1.206896
A0.1669	0.696223
A0.1670	-0.289880
A0.1671	1.445706
A0.1672	-1.120202
A0.1673	0.629627
A0.1674	-1.429209
A0.1675	0.832794
A0.1676	0.381309
A0.1677	-0.517164
A0.1678	-0.499323
A0.1679	-0.192245
A0.1680	-0.671043
A0.1681	0.248359
A0.1682	-0.578437
A0.1683	-1.978345
A0.1684	0.989163
A0.1685	1.592832
A0.1686	1.889554
A0.1687	0.177912
A0.1688	-0.058088
A0.1689	-0.625424
A0.1690	-0.709479
A0.1691	0.492326
A0.1692	1.366491
A0.1693	3.165919
A0.1694	-0.556780
A0.1695	1.430009
A0.1696	0.246926
A0.1697	-0.371876
A0.1698	-2.624739
A0.1699	2.194636
A0.1700	0.310097
A0.1701	0.398987
A0.1702	1.451691
A0.1703	0.035367
A0.1704	-0.453725
A0.1705	0.905584
A0.1706	0.839741
A0.1707	1.181643
A0.1708	-0.311309
A0.1709	-0.150247
A0.1710	-0.398659
A0.1711	-1.456455
A0.1712	-0.547084
A0.1713	0.324253
A0.1714	1.048424
A0.1715	-0.435281
A0.1716	0.994655
A0.1717	-0.580432
A0.1718	-0.723922
A0.1719	-1.001123
A0.1720	-0.489771
A0.1721	-0.060299
A0.1722	-1.139318
A0.1723	0.406475
A0.1724	-0.204190
A0.1725	0.250723
A0.1726	1.247446
A0.1727	-1.733285
A0.1728	0.854239
A0.1729	2.029521
A0.1730	-1.118451
A0.1731	-1.536519
A0.1732	1.117960
A0.1733	-0.156886
A0.1734	0.106343
A0.1735	0.819880
A0.1736	-0.779389
A0.1737	-1.172009
A0.1738	0.448379
A0.1739	-1.103978
A0.1740	0.331249
A0.1741	-0.482560
A0.1742	-0.997326
A0.1743	-0.261622
A0.1744	0.862894
A0.1745	-1.680499
A0.1746	-0.814532
A0.1747	0.087910
A0.1748	0.179058
A0.1749	-0.099855
A0.1750	-0.774318
A0.1751	-1.907684
A0.1752	-1.045238
A0.1753	0.459961
A0.1754	-0.132411
A0.1755	-0.769043
A0.1756	-0.625152
A0.1757	-0.142416
A0.1758	-0.371855
A0.1759	0.791508
A0.1760	-0.188523
A0.1761	0.770804
A0.1762	-1.714314
A0.1763	-0.472195
A0.1764	0.983751
A0.1765	-0.483332
A0.1766	-1.299205
A0.1767	0.648199
A0.1768	-1.017378
A0.1769	1.247618
A0.1770	-0.759160
A0.1771	0.252871
A0.1772	-0.935318
A0.1773	0.438553
A0.1774	0.874090
A0.1775	-1.263892
A0.1776	0.488994
A0.1777	0.199721
A0.1778	0.513737
A0.1779	-1.298618
A0.1780	-0.716935
A0.1781	-0.115909
A0.1782	0.004665
A0.1783	-0.483144
A0.1784	1.460771
A0.1785	0.930818
A0.1786	-0.247837
A0.1787	0.082267
A0.1788	0.354337
A0.1789	-0.741863
A0.1790	-0.228703
A0.1791	-0.464066
A0.1792	-0.056166
A0.1793	0.251653
A0.1794	0.564404
A0.1795	-0.116623
A0.1796	-0.452277
A0.1797	-0.401871
A0.1798	1.323592
A0.1799	-1.359148
A0.1800	0.590208
A0.1801	0.161389
A0.1802	-1.115202
A0.1803	1.302354
A0.1804	0.953434
A0.1805	-1.563790
A0.1806	0.624652
A0.1807	1.112969
A0.1808	-0.882674
A0.1809	0.355459
A0.1810	-1.150866
A0.1811	0.137796
A0.1812	2.081641
A0.1813	1.155630
A0.1814	0.958117
A0.1815	-1.435992
A0.1816	1.755932
A0.1817	0.411869
A0.1818	-0.731012
A0.1819	-1.389021
A0.1820	-0.428591
A0.1821	1.732339
A0.1822	-0.115012
A0.1823	0.180806
A0.1824	0.284835
A0.1825	-0.319011
A0.1826	1.443284
A0.1827	-0.770417
A0.1828	0.725146
A0.1829	-0.209554
A0.1830	-0.148237
A0.1831	-0.088412
A0.1832	0.760400
A0.1833	-0.212217
A0.1834	-0.003797
A0.1835	1.309379
A0.1836	0.175914
A0.1837	-0.472684
A0.1838	0.164275
A0.1839	-0.107821
A0.1840	-0.533816
A0.1841	-0.107372
A0.1842	1.103938
A0.1843	0.439940
A0.1844	0.887375
A0.1845	-2.074013
A0.1846	-1.071447
A0.1847	1.167526
A0.1848	-0.100456
A0.1849	-2.136874
A0.1850	-0.430718
A0.1851	-0.811743
A0.1852	-0.102610
A0.1853	-0.377279
A0.1854	0.448739
A0.1855	-1.162075
A0.1856	-0.354620
A0.1857	-0.360188
A0.1858	1.601566
A0.1859	0.662409
A0.1860	-0.346196
A0.1861	-1.284748
A0.1862	-1.777813
A0.1863	-1.456250
A0.1864	0.698820
A0.1865	-0.436259
A0.1866	0.213821
A0.1867	-1.478482
A0.1868	-0.213099
A0.1869	2.077342
A0.1870	-2.051608
A0.1871	-0.557146
A0.1872	1.379566
A0.1873	-0.540240
A0.1874	-0.088862
A0.1875	-0.686292
A0.1876	0.238341
A0.1877	-0.356629
A0.1878	0.475970
A0.1879	-0.348775
A0.1880	1.612773
A0.1881	-0.585942
A0.1882	-1.547060
A0.1883	0.170040
A0.1884	-0.481378
A0.1885	0.912936
A0.1886	1.904260
A0.1887	1.781135
A0.1888	-1.418893
A0.1889	0.900549
A0.1890	0.321132
A0.1891	-0.921713
A0.1892	0.102175
A0.1893	0.274829
A0.1894	0.264149
A0.1895	0.730058
A0.1896	0.406528
A0.1897	-0.046337
A0.1898	-0.845718
A0.1899	-1.444441
A0.1900	-0.509456
A0.1901	1.337356
A0.1902	0.949939
A0.1903	-0.947333
A0.1904	0.526430
A0.1905	-0.271730
A0.1906	-1.007475
A0.1907	-0.259595
A0.1908	0.744393
A0.1909	-1.361068
A0.1910	1.748842
A0.1911	0.470255
A0.1912	0.717784
A0.1913	0.401092
A0.1914	0.047744
A0.1915	-0.942938
A0.1916	-0.044763
A0.1917	1.618653
A0.1918	0.523437
A0.1919	-0.875739
A0.1920	-0.000504
A0.1921	0.800862
A0.1922	0.204363
A0.1923	0.186664
A0.1924	-0.285940
A0.1925	-0.074628
A0.1926	1.126363
A0.1927	-0.707603
A0.1928	-0.795821
A0.1929	-0.868978
A0.1930	-0.099318
A0.1931	0.766632
A0.1932	3.036356
A0.1933	0.572468
A0.1934	-2.198878
A0.1935	-1.343573
A0.1936	0.457491
A0.1937	1.048397
A0.1938	0.597996
A0.1939	0.233039
A0.1940	0.114033
A0.1941	-0.964496
A0.1942	-2.222999
A0.1943	-1.406106
A0.1944	0.188102
A0.1945	-1.088918
A0.1946	0.756058
A0.1947	0.617808
A0.1948	-1.129041
A0.1949	-1.271234
A0.1950	0.812048
A0.1951	-0.272746
A0.1952	0.825640
A0.1953	-0.848516
A0.1954	1.730912
A0.1955	-0.926753
A0.1956	0.637824
A0.1957	1.237109
A0.1958	0.145930
A0.1959	0.772020
A0.1960	-0.793603
A0.1961	1.163275
A0.1962	-0.664075
A0.1963	0.499118
A0.1964	1.537951
A0.1965	-0.688817
A0.1966	-0.366796
A0.1967	-0.368655
A0.1968	0.250673
A0.1969	1.073474
A0.1970	-2.145045
A0.1971	-1.881644
A0.1972	0.533521
A0.1973	-0.882723
A0.1974	-0.852658
A0.1975	0.504016
A0.1976	0.247791
A0.1977	0.512784
A0.1978	-0.948868
A0.1979	-1.121279
A0.1980	-0.771530
A0.1981	0.091422
A0.1982	0.578022
A0.1983	-0.745238
A0.1984	0.488503
A0.1985	-1.146281
A0.1986	-0.545612
A0.1987	1.913052
A0.1988	1.663370
A0.1989	-0.161487
A0.1990	-0.409008
A0.1991	-0.522504
A0.1992	0.348978
A0.1993	-0.089286
A0.1994	-0.972534
A0.1995	1.132042
A0.1996	-1.026229
A0.1997	0.012331
A0.1998	-0.510274
A0.1999	-0.416543
A0.2000	-0.025968
A1.1	0.648939
A1.2	1.843064
A1.3	0.865546
A1.4	-0.525573
A1.5	2.448791
A1.6	-0.615646
A1.7	-0.911392
A1.8	-1.539429
A1.9	-2.428545
A1.10	1.386286
A1.11	-0.810524
A1.12	1.381941
A1.13	-0.814609
A1.14	-1.911865
A1.15	1.899355
A1.16	-0.827736
A1.17	1.176100
A1.18	1.583774
A1.19	0.921719
A1.20	-0.314297
A1.21	-1.501720
A1.22	-0.828660
A1.23	-0.514325
A1.24	0.516161
A1.25	0.835620
A1.26	-0.760726
A1.27	0.503365
A1.28	1.620816
A1.29	0.334261
A1.30	1.931571
A1.31	-0.195026
A1.32	-0.328953
A1.33	0.660379
A1.34	0.737109
A1.35	-0.439700
A1.36	-0.588046
A1.37	-1.188562
A1.38	3.849008
A1.39	-0.348197
A1.40	0.034077
A1.41	-0.781480
A1.42	-1.877815
A1.43	-0.296776
A1.44	-0.392827
A1.45	-0.306734
A1.46	-0.813192
A1.47	1.362532
A1.48	-0.635481
A1.49	0.056605
A1.50	0.555743
A1.51	1.002438
A1.52	-0.995236
A1.53	0.020589
A1.54	2.184478
A1.55	0.153889
A1.56	0.167804
A1.57	0.091228
A1.58	-1.206239
A1.59	1.236788
A1.60	1.324323
A1.61	-0.645676
A1.62	0.323108
A1.63	-0.020331
A1.64	-1.146296
A1.65	-0.007076
A1.66	-1.272848
A1.67	-0.795161
A1.68	0.456988
A1.69	-0.733923
A1.70	0.297961
A1.71	0.151438
A1.72	-0.079432
A1.73	-0.427130
A1.74	-0.085016
A1.75	0.215513
A1.76	-0.136755
A1.77	0.354110
A1.78	0.800655
A1.79	-0.202716
A1.80	-0.704998
A1.81	-0.345639
A1.82	0.437255
A1.83	-0.421837
A1.84	1.422136
A1.85	0.046182
A1.86	-0.055110
A1.87	2.105391
A1.88	0.318522
A1.89	1.292609
A1.90	-1.205414
A1.91	-0.556427
A1.92	-0.420489
A1.93	-0.465126
A1.94	-1.362605
A1.95	0.613656
A1.96	-1.012930
A1.97	0.745570
A1.98	0.921635
A1.99	0.168381
A1.100	-0.709630
A1.101	-1.232250
A1.102	0.068967
A1.103	-0.514288
A1.104	-0.091812
A1.105	0.392609
A1.106	-0.315730
A1.107	0.166225
A1.108	0.286864
A1.109	0.686821
A1.110	-0.551308
A1.111	-0.791953
A1.112	-0.453578
A1.113	0.763034
A1.114	0.477648
A1.115	-0.285882
A1.116	-0.280989
A1.117	0.386722
A1.118	-0.537147
A1.119	-0.650135
A1.120	0.156754
A1.121	-0.040008
A1.122	2.050315
A1.123	-0.410365
A1.124	1.326295
A1.125	-0.860280
A1.126	-0.342697
A1.127	1.519754
A1.128	1.065908
A1.129	-0.220127
A1.130	-0.993970
A1.131	-1.045818
A1.132	0.305427
A1.133	0.052923
A1.134	0.997669
A1.135	-1.179348
A1.136	-0.942135
A1.137	0.706932
A1.138	-0.176738
A1.139	-0.178083
A1.140	0.395121
A1.141	0.920791
A1.142	-1.368448
A1.143	0.854000
A1.144	0.151817
A1.145	-1.160993
A1.146	0.754411
A1.147	1.042264
A1.148	1.484556
A1.149	0.969685
A1.150	0.475323
A1.151	0.696982
A1.152	-2.115015
A1.153	0.004819
A1.154	-0.382603
A1.155	-1.939047
A1.156	0.287692
A1.157	-0.788765
A1.158	0.501143
A1.159	0.032453
A1.160	0.550660
A1.161	-2.416671
A1.162	-1.197739
A1.163	-2.177657
A1.164	-2.529539
A1.165	1.095654
A1.166	0.210562
A1.167	0.542392
A1.168	0.669480
A1.169	0.821749
A1.170	0.614497
A1.171	-1.107576
A1.172	2.136885
A1.173	0.803193
A1.174	1.427098
A1.175	0.266139
A1.176	0.620986
A1.177	-1.835581
A1.178	0.392698
A1.179	0.174883
A1.180	0.295955
A1.181	-0.102948
A1.182	-0.607972
A1.183	0.950992
A1.184	-0.881098
A1.185	-0.234927
A1.186	-0.511131
A1.187	-2.032128
A1.188	-0.001966
A1.189	-1.506013
A1.190	-0.543937
A1.191	-0.934776
A1.192	0.560702
A1.193	0.209480
A1.194	0.810618
A1.195	0.411055
A1.196	-0.409964
A1.197	0.117433
A1.198	-0.445919
A1.199	-0.416334
A1.200	-1.192594
A1.201	-0.038811
A1.202	0.101962
A1.203	-1.227843
A1.204	-1.991446
A1.205	-0.979652
A1.206	0.474480
A1.207	0.039549
A1.208	0.076853
A1.209	0.686336
A1.210	1.063007
A1.211	-1.315754
A1.212	0.849140
A1.213	0.698510
A1.214	-0.340952
A1.215	0.433585
A1.216	0.377132
A1.217	1.374351
A1.218	-1.074384
A1.219	-1.170859
A1.220	0.734520
A1.221	-0.792389
A1.222	0.971000
A1.223	-0.918002
A1.224	0.750626
A1.225	0.933246
A1.226	0.634980
A1.227	-0.417999
A1.228	2.252007
A1.229	-0.771966
A1.230	0.438045
A1.231	0.359966
A1.232	0.318155
A1.233	-1.386664
A1.234	-0.773234
A1.235	1.345947
A1.236	-1.020755
A1.237	0.877485
A1.238	0.838188
A1.239	-0.430122
A1.240	0.463996
A1.241	-0.953722
A1.242	-1.143549
A1.243	0.948365
A1.244	0.036207
A1.245	0.718834
A1.246	0.960528
A1.247	-0.975439
A1.248	-2.262561
A1.249	0.799310
A1.250	0.867961
A1.251	-0.562700
A1.252	0.471568
A1.253	0.271762
A1.254	1.069602
A1.255	-2.051295
A1.256	0.604926
A1.257	-1.419979
A1.258	2.497473
A1.259	-0.320643
A1.260	-1.006704
A1.261	-2.017065
A1.262	0.389422
A1.263	-0.686108
A1.264	0.987840
A1.265	-1.211632
A1.266	-3.428162
A1.267	0.817391
A1.268	1.149397
A1.269	0.084085
A1.270	-0.399665
A1.271	0.656743
A1.272	0.644651
A1.273	-0.632060
A1.274	1.361819
A1.275	-0.800400
A1.276	0.884802
A1.277	1.991174
A1.278	1.165905
A1.279	0.856638
A1.280	0.500964
A1.281	-0.439351
A1.282	-0.955466
A1.283	-0.341000
A1.284	1.448221
A1.285	-1.982228
A1.286	0.791459
A1.287	-0.386407
A1.288	-1.118490
A1.289	0.408184
A1.290	0.021949
A1.291	0.153748
A1.292	1.024091
A1.293	1.925697
A1.294	-0.724332
A1.295	-1.149530
A1.296	0.904749
A1.297	0.041192
A1.298	0.283326
A1.299	0.672210
A1.300	0.755866
A1.301	-0.089611
A1.302	-1.247074
A1.303	0.769675
A1.304	0.887103
A1.305	0.520970
A1.306	-1.542212
A1.307	-1.114485
A1.308	-1.130350
A1.309	-0.418862
A1.310	0.190714
A1.311	-0.632467
A1.312	-0.124363
A1.313	0.943560
A1.314	-1.123799
A1.315	-0.079383
A1.316	-0.688538
A1.317	0.614321
A1.318	0.865715
A1.319	-0.178743
A1.320	0.564531
A1.321	0.461248
A1.322	-0.865088
A1.323	-0.042731
A1.324	-0.166119
A1.325	0.512188
A1.326	-0.150278
A1.327	0.419967
A1.328	0.227654
A1.329	0.420994
A1.330	0.275507
A1.331	0.750309
A1.332	-0.966510
A1.333	-0.807824
A1.334	2.096791
A1.335	0.956521
A1.336	-0.750397
A1.337	0.227349
A1.338	0.843263
A1.339	-2.147565
A1.340	0.591651
A1.341	0.162064
A1.342	0.496313
A1.343	-0.224197
A1.344	1.087391
A1.345	0.373948
A1.346	-0.208428
A1.347	-0.582517
A1.348	0.002596
A1.349	-0.976123
A1.350	0.317013
A1.351	1.102938
A1.352	0.938282
A1.353	1.419080
A1.354	0.384439
A1.355	0.016454
A1.356	2.303904
A1.357	0.921280
A1.358	-0.158950
A1.359	-1.236105
A1.360	3.362737
A1.361	-0.236960
A1.362	-1.236808
A1.363	1.199190
A1.364	-0.503475
A1.365	0.389644
A1.366	0.326545
A1.367	-1.092542
A1.368	-0.246097
A1.369	-0.237595
A1.370	1.140438
A1.371	-0.946499
A1.372	0.437150
A1.373	-1.324895
A1.374	1.214641
A1.375	-0.955076
A1.376	1.583516
A1.377	-0.526624
A1.378	-1.218025
A1.379	-0.003714
A1.380	0.601599
A1.381	-0.934242
A1.382	-0.090305
A1.383	2.001227
A1.384	1.281760
A1.385	-0.723230
A1.386	-0.757192
A1.387	1.292223
A1.388	0.313991
A1.389	0.833404
A1.390	-1.045326
A1.391	2.189216
A1.392	-0.968243
A1.393	-1.790857
A1.394	0.533848
A1.395	-0.504903
A1.396	-0.067979
A1.397	-0.891615
A1.398	-0.719448
A1.399	-1.193753
A1.400	0.807719
A1.401	-0.877921
A1.402	2.517986
A1.403	0.413481
A1.404	0.916643
A1.405	-1.753806
A1.406	-0.005109
A1.407	-0.630916
A1.408	0.403567
A1.409	-0.699547
A1.410	0.195063
A1.411	-0.760593
A1.412	-1.302032
A1.413	0.880035
A1.414	1.270957
A1.415	0.722661
A1.416	-1.180628
A1.417	-0.325546
A1.418	-1.146977
A1.419	0.421780
A1.420	-0.946040
A1.421	0.057234
A1.422	0.990393
A1.423	-1.084575
A1.424	0.026850
A1.425	1.286695
A1.426	-1.271532
A1.427	0.026816
A1.428	-0.773513
A1.429	-0.136534
A1.430	-0.335656
A1.431	-0.581792
A1.432	-0.921673
A1.433	-0.084782
A1.434	-0.461817
A1.435	-1.002303
A1.436	-0.428440
A1.437	1.604469
A1.438	0.384037
A1.439	1.413452
A1.440	0.235521
A1.441	-0.108062
A1.442	-1.079027
A1.443	1.886286
A1.444	-0.114917
A1.445	-0.714462
A1.446	-0.488589
A1.447	0.006456
A1.448	0.549672
A1.449	-0.532391
A1.450	-0.343068
A1.451	0.679526
A1.452	-0.529980
A1.453	-0.908750
A1.454	-0.730891
A1.455	-1.483881
A1.456	1.333669
A1.457	-0.134537
A1.458	-2.064381
A1.459	-0.535444
A1.460	1.689601
A1.461	-0.595186
A1.462	-2.815479
A1.463	0.757637
A1.464	-0.002754
A1.465	-0.805519
A1.466	0.393024
A1.467	0.361157
A1.468	1.063878
A1.469	-0.224656
A1.470	-0.719279
A1.471	0.891189
A1.472	0.645367
A1.473	0.096652
A1.474	-1.108839
A1.475	-1.382161
A1.476	-1.911502
A1.477	-0.216664
A1.478	-1.727823
A1.479	1.504057
A1.480	0.218839
A1.481	0.579987
A1.482	1.137842
A1.483	0.064244
A1.484	0.368166
A1.485	0.585748
A1.486	-1.200671
A1.487	0.448175
A1.488	-1.140260
A1.489	-0.001841
A1.490	-0.508275
A1.491	0.354740
A1.492	0.343730
A1.493	0.052491
A1.494	1.019934
A1.495	0.137972
A1.496	-0.139291
A1.497	-0.235802
A1.498	1.044947
A1.499	0.065936
A1.500	0.149811
A1.501	-0.401332
A1.502	1.028637
A1.503	0.107322
A1.504	-0.230797
A1.505	-1.054481
A1.506	0.390483
A1.507	1.240354
A1.508	0.726466
A1.509	2.382411
A1.510	0.422324
A1.511	0.954331
A1.512	-0.065779
A1.513	0.225408
A1.514	0.673333
A1.515	2.571022
A1.516	-0.095169
A1.517	0.626009
A1.518	1.573576
A1.519	-0.007338
A1.520	0.082862
A1.521	-0.064449
A1.522	-0.328254
A1.523	-1.158836
A1.524	-0.459963
A1.525	-1.115325
A1.526	-0.257421
A1.527	1.038181
A1.528	-1.370509
A1.529	-1.044308
A1.530	-0.311774
A1.531	0.096246
A1.532	0.610655
A1.533	-1.143018
A1.534	0.830322
A1.535	-0.477055
A1.536	2.618739
A1.537	-0.408989
A1.538	-0.592257
A1.539	0.430995
A1.540	-1.508989
A1.541	-0.483699
A1.542	1.951184
A1.543	1.024608
A1.544	-0.686649
A1.545	0.616194
A1.546	-0.188897
A1.547	-0.262626
A1.548	-1.291723
A1.549	1.213624
A1.550	-0.467940
A1.551	-0.302262
A1.552	1.427323
A1.553	-0.753939
A1.554	-0.331927
A1.555	0.389502
A1.556	-1.247324
A1.557	-1.549360
A1.558	0.240376
A1.559	0.436927
A1.560	0.547462
A1.561	-0.584605
A1.562	-0.810474
A1.563	0.715063
A1.564	0.756967
